,col_a,col_b,pvalue
410,01-00_1,dbi_score,0.0020457325244835
411,01-00_1,bai_score,0.0089489366545073
476,01-00_2,asrsb_score,0.0051775836502689
534,01-00_3,dbi_score,0.0009955263523153
642,01-00_5,dbi_score,0.0018166794969243
643,01-00_5,bai_score,0.0045534520061156
2533,05-00_0,asrsb_score,0.0015818857847461
2561,05-00_1,asrsb_score,0.0013893896083059
2589,05-00_2,asrsb_score,0.0001702527593707
2614,05-00_3,oci_score,0.0035566178437111
2613,05-00_3,asrsb_score,0.0021813572892876
2639,05-00_4,asrsb_score,0.0025727949081702
2662,05-00_5,oci_score,0.0062121076292773
2661,05-00_5,asrsb_score,0.0010962180621933
2727,05-01_2,asrsb_score,0.0003732745538004
3024,07-01_0,asrsb_score,0.0074162807754311
3039,07-01_4,dbi_score,0.0085639462413591
3056,asrsa_score,srq_score,3.9456547330993565e-24
3055,asrsa_score,oci_score,1.5627409087144565e-07
3054,asrsa_score,asrsb_score,7.478197130684415e-18
3053,asrsa_score,asrsa_score,0.0
3059,asrsb_score,srq_score,5.449268362085059e-16
3058,asrsb_score,oci_score,1.1508116867032885e-13
3057,asrsb_score,asrsb_score,0.0
3051,bai_score,srq_score,1.985275055175606e-52
3050,bai_score,oci_score,1.3973350415173979e-27
3047,bai_score,bai_score,0.0
3049,bai_score,asrsb_score,3.848787771312565e-16
3048,bai_score,asrsa_score,4.219476598454175e-11
3046,dbi_score,srq_score,3.500282159652677e-54
3045,dbi_score,oci_score,2.672485082822018e-26
3041,dbi_score,dbi_score,0.0
3042,dbi_score,bai_score,1.2477272554802066e-37
3044,dbi_score,asrsb_score,5.051226686381442e-11
3043,dbi_score,asrsa_score,5.016370828546272e-18
3061,oci_score,srq_score,8.579888959306971e-26
3060,oci_score,oci_score,0.0
3062,srq_score,srq_score,0.0
